ID,Station,Sex,Age,Weight (gram),Weight Log10,Censored Weight,Ear (mm),Rostrum (mm),Hind Foot (mm),Tail (mm),Censored Tail,Species,Phallus,Genotype,HybridType,Distance,Latitude,Longitude,Year,Date,Left Ear,Right Ear,Zone Number,Zone,Trap Line,Trap Station,Reproductive Status,Pregnant,Female Reproductive Status,Reprodutive Comment,Vulva Condition,Past Years Recapture,Follow Up,Handlers,Issue,Comments,Collected,Ectoparasite Load,Botflies,Botfly Present,Fleas Observed,Ectoparasite Comment,Hair,Fecal,Symmatry,Type,Height,Midden Width Maximum(meters),Midden Width Minimum (meters),Substrate,Canopy,Scat,Scat Amount,Clippings,Clipping Species,Clipping Type,PredSE Weight Log10
72,MZ-119,Female,Adult,283,2.451786436,no,38,9.36,36,134,1,macrotis,n/a,macrotis,,-169.59,35.775005,-120.794172,2010,"38,880 ",3868,3869,3,Sympatry,MZ,119,Post Lactate,,Parous,Scars present on teets (old).,Perforate,no,,JH Bender and MM Koenig,,Tail nubbed/mangled recently but not tonight.,,Low,0,no,Few,,yes,1,Asymmetrical,Typical,1,1.75,1,Stick,Coyote Brush,present,Medium,absent,,absent,0.005021549
73,MZ-75,Male,Adult,283,2.451786436,no,36,8.28,41,136,1,macrotis,N. macrotis luciana,macrotis,,207.09,35.774114,-120.79476,2010,"38,879 ",753,753,3,Sympatry,MZ,75,Scrotal,,,,,yes,,JH Bender and MM Koenig,,,,Low,0,no,Few,,no,0,Symmetrical,Atypical,0.75,1.25,0.75,Stick,Red Willow,present,Low,absent,,absent,0.004858859
75,MZ-15,Female,Adult,270,2.431363764,no,38,9.5,37,141,1,macrotis,n/a,macrotis,,-321.22,35.775039,-120.793576,2010,"38,885 ",3963,823,3,Sympatry,MZ,15,Post Lactate,,Parous,"Very small, dry teets with very few scars.",Nonperforate,yes,,JH Bender and MM Koenig,,Nubbed tail,,Low,0,no,Few,,yes,1,Asymmetrical,Atypical,0.5,2.5,0.25,Stick,Red Willow,present,Low,present,Baccharis salicifolia,fresh,0.005039039
76,MZ-14,Female,Adult,295,2.469822016,no,35,7.96,37,142,1,macrotis,n/a,macrotis,,-353.17,35.775072,-120.793476,2010,"38,885 ",729,655,3,Sympatry,MZ,14,Post Lactate,,Parous,No scars on teets.,Perforate,no,,JH Bender and MM Koenig,updated tag and genotype,"Nubbed tail, and broken.",,Low,0,no,Few,,yes,4,Asymmetrical,Typical,1,2,0.5,Crook of Tree,Red Willow,present,Medium,present,Salix laevigata,old,0.005042768
77,WKH-7F,Male,Adult,385,2.58546073,no,39,,43,144,1,hybrid,N. macrotis luciana,hybrid,,579.32,35.773234,-120.795426,2009,"38,500 ",734,734,3,Sympatry,WKH,0,,,,,,,Stub Tail,JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.009650243
78,WKH-7C,Female,Adult,297,2.472756449,no,31,,42,146,1,macrotis,n/a,macrotis,,559.79,35.773344,-120.795534,2008,"38,143 ",491,491,3,Sympatry,WKH,0,Lactating,,Parous,,,,"Old injury on right front paw, middle digit is 1/2 missing",JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.004942131
79,CZ-13,Male,Adult,360,2.556302501,no,37,11.5,40,155,1,macrotis,N. macrotis luciana,macrotis,,514.55,35.773333,-120.795159,2010,"38,845 ",490,490,3,Sympatry,CZ,13,Scrotal,,,,,yes,,JH Bender and MM Koenig,,Raw and bloody snout from trap. Tail is nubbed with knot in the center,,Low,0,no,Few,,no,0,Symmetrical,Typical,1.25,1.5,1.25,Stick,Arroyo Willow,present,Low,present,Salix lasiolepis,fresh,0.004826505
80,MZ-28,Male,Adult,305,2.484299839,no,36,8.18,39,162,1,macrotis,n/a,macrotis,,-269.63,35.774771,-120.793654,2010,"38,886 ",S38,S38,3,Sympatry,MZ,28,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,Nubbed tail,,Low,0,no,Few,,yes,4,Symmetrical,Typical,0.5,1.5,1,Stick,Western Sycamore,present,High,absent,,absent,0.004911441
81,MZ-16,Male,Adult,320,2.505149978,no,36,9.38,37,163,1,macrotis,N. macrotis luciana,macrotis,,-335.33,35.775002,-120.793504,2010,"38,878 ",623,623,3,Sympatry,MZ,16,Scrotal,,,,,yes,,JH Bender and MM Koenig,,Nubbed tail,,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.004918923
82,NC-102,Female,Adult,283,2.451786436,no,39,7.9,36,164,1,fuscipes,n/a,fuscipes,,-572.51,35.775798,-120.793224,2010,"38,850 ",3638,3639,3,Sympatry,NC,102,Post Lactate,,Parous,,Nonperforate,no,,JH Bender,updated genotype,In same trap as juvehnile 3636/3637,,Low,0,no,Few,,no,0,Asymmetrical,Typical,0.5,2,1,Log with Sticks,Red Willow,present,Low,present,Populus fremontii,old,0.004559354
83,MZ-39,Female,Adult,345,2.537819095,no,41,9.5,43,168,1,fuscipes,n/a,fuscipes,,-153.76,35.774552,-120.79405,2010,"38,879 ",3826,3827,3,Sympatry,MZ,39,Post Lactate,,Parous,Red opeing to vagina,Perforate,no,,JH Bender and MM Koenig,,Nubbed tail. Traces of blood and redness at opening of vagina (most likely recent copulation),,,0,no,,,no,0,Symmetrical,Typical,0.75,0.75,0.75,Log with Sticks,Fremont's Cottonwood,present,Low,present,Platanus racemosa,old,0.004593955
84,MZ-14,Male,Adult,320,2.505149978,no,32,8.25,39,169,1,macrotis,N. macrotis luciana,macrotis,,-353.17,35.775072,-120.793476,2010,"38,885 ",560,560,3,Sympatry,MZ,14,Scrotal,,,,,yes,,JH Bender and MM Koenig,,Nubbed tail. Scruffy coat.,,Low,0,no,Many,,yes,0,Asymmetrical,Typical,1,2,0.5,Crook of Tree,Red Willow,present,Medium,present,Salix laevigata,old,0.004920964
85,CZ-19,Female,Adult,310,2.491361694,no,38,,36,170,1,hybrid,n/a,hybrid,bx_ma,498.89,35.773341,-120.795021,2010,"38,832 ",3348,3349,3,Sympatry,CZ,19,Lactating,,Parous,,Nonperforate,no,Rostrum,JH Bender and MM Koenig,,Nubbed tail (slight),,Low,0,no,None,,no,0,Symmetrical,Typical,0.75,2,1.5,Stick,Red Willow,present,Low,present,Salix laevigata,old,0.009670931
87,CZ-17,Male,Adult,390,2.591064607,no,36,10.58,41,180,1,hybrid,N. macrotis luciana,hybrid,bx_ma,370.3,35.773679,-120.794895,2010,"38,939 ",3925,489,3,Sympatry,CZ,17,Scrotal,,,,,yes,,"MMKoenig, WH Knowlton, SL Widin",,"Right ear tattered, Right ear tagged (3925) Tail nubbed.",,Low,0,no,Moderate,,no,0,Symmetrical,Typical,1.25,2,2,Log with Sticks,Arroyo Willow,present,Medium,present,Salix lasiolepis,old,0.009647643
88,NC-155,Male,Adult,252,2.401400541,no,37,9.45,39,185,1,macrotis,N. macrotis luciana,macrotis,,-292.27,35.775295,-120.793954,2010,"38,870 ",3764,3765,3,Sympatry,NC,155,Scrotal,,,red tipped phallus,,no,,JH Bender and MM Koenig,updated genotype,Nubbed tail (slight). Both ears are tattered,,Low,0,no,Few,,no,0,,,0,0,0,No Midden,Western Sycamore,absent,absent,absent,,absent,0.004914013
89,NC-92,Female,Adult,297,2.472756449,no,40,9.8,38,189,1,fuscipes,n/a,fuscipes,,-719.92,35.77616,-120.792975,2010,"38,868 ",720,720,3,Sympatry,NC,92,Post Lactate,,Parous,"Many scars around teats, recent post Lactate.",Nonperforate,yes,,JH Bender and MM Koenig,,Nubbed tail (slight),,Low,0,no,Many,,no,0,Asymmetrical,Typical,0.75,2,1,Stick,Red Willow,present,Low,,,absent,0.004547889
90,MZ-31C,Female,Adult,281,2.44870632,no,38,9.56,39,194,1,macrotis,n/a,macrotis,,-243.44,35.774457,-120.793769,2010,"38,878 ",694,3971,3,Sympatry,MZ,0,Post Lactate,,Parous,,Nonperforate,yes,,JH Bender and MM Koenig,,Placed new tag (3971) on Right ear. Nubbed tail (slight),,Low,0,no,Few,,no,0,Symmetrical,Typical,0.75,3,0.75,Crook of Tree,Black Elderberry,present,High,absent,,absent,0.005030025
91,CZ-6,Male,Adult,262,2.418301291,no,38,8.65,37,196,1,hybrid,N. macrotis luciana,hybrid,bx_ma,515.48,35.773429,-120.795417,2010,"38,832 ",778,778,3,Sympatry,CZ,6,Scrotal,,,,,yes,Rostrum,JH Bender and MM Koenig,,Nubbed tail (slight),,Low,0,no,None,,no,0,Symmetrical,Typical,0.5,0.75,0.75,Stick,Red Willow,present,Low,present,Clematis lasiantha,fresh,0.009649403
92,NC-37,Female,Adult,282,2.450249108,no,38,11.37,40,89,1,fuscipes,n/a,fuscipes,,-1454.18,35.777858,-120.79162,2010,"38,839 ",3524,3525,4,Near Sympatry (fuscipes),NC,37,Post Lactate,,Parous,One recent scar around teat,Nonperforate,no,,JH Bender and MM Koenig,updated genotype,Nubbed tail,,Medium,0,no,Many,mites present,no,0,Symmetrical,Typical,0.25,1,1,Stick,Arroyo Willow,present,Low,present,Clematis lasiantha,old,0.004496788
93,NC-71,Female,Adult,295,2.469822016,no,39,9.84,39,114,1,fuscipes,n/a,fuscipes,,-1003.38,35.776758,-120.792363,2010,"38,846 ",3612,3613,4,Near Sympatry (fuscipes),NC,71,Post Lactate,,Parous,scars on teats visible,Nonperforate,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,None,,no,0,Asymmetrical,Atypical,0.25,1,0.5,Hillside,Arroyo Willow,absent,absent,absent,,absent,0.004526946
94,TB-17A,Male,Adult,385,2.58546073,no,39,,,115,1,fuscipes,N. fuscipes bullatior,fuscipes,,-1221.05,35.777327,-120.792061,2008,"38,163 ",594,594,4,Near Sympatry (fuscipes),TB,0,,,,,,,Stub Tail,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.00477831
95,NC-21,Female,Adult,320,2.505149978,no,37,10.16,41,122,1,fuscipes,n/a,fuscipes,,-1519.05,35.778241,-120.79193,2010,"38,839 ",3530,3531,4,Near Sympatry (fuscipes),NC,21,Post Lactate,,Parous,No scars present,Nonperforate,no,,JH Bender and MM Koenig,updated genotype,Tail cut off in trap. Nubbed tail,,Low,0,no,Few,,no,0,Asymmetrical,Atypical,1,4,1.5,Log with Sticks,Red Willow,absent,absent,present,,fresh,0.004492783
96,NC-52,Female,Adult,340,2.531478917,no,37,9.6,35,127,1,fuscipes,n/a,fuscipes,,-1229.4,35.777349,-120.79205,2010,"38,846 ",592,592,4,Near Sympatry (fuscipes),NC,52,Post Lactate,,Parous,,Nonperforate,yes,,JH Bender and MM Koenig,,Nubbed tail. Right ear tag is turned,,Medium,0,no,Many,,no,0,Asymmetrical,Typical,0.75,2.5,1.5,Log with Sticks,Western Sycamore,present,Low,present,Salix spp.,old,0.004511327
98,N-35,Male,Adult,255,2.40654018,no,33,8.98,39,159,1,macrotis,N. macrotis luciana,macrotis,,2686.09,35.781256,-120.790502,2010,"38,909 ",3370,3371,4,Near Sympatry (fuscipes),N,35,Scrotal,,,Questionable Phallus,,no,questionable phallus ID,JH Bender and JA Cromer,,"10 July 2010: missing left eye, thought now to be N. macrotis. Now low ecto parasites. Measurements taken 10 July 2010 JA Cromer and JH Bender. (Weight 255g)",,High,0,no,Many,,yes,0,,,,,,,,,,,,,0.004631039
100,NC-66,Male,Adult,325,2.511883361,no,41,8.92,41,178,1,fuscipes,N. fuscipes bullatior,fuscipes,,-1056.38,35.776898,-120.79229,2010,"38,913 ",593,593,4,Near Sympatry (fuscipes),NC,66,Scrotal,,,,,yes,,MM Koenig and JW Cromer,,Nubbed tail,,Low,0,no,Few,,no,0,Symmetrical,Typical,1.5,2,2,Crook of Tree,Fremont's Cottonwood,absent,absent,present,Salix spp.,fresh,0.004790158
101,NC-11,Female,Adult,288,2.459392488,no,36,9.89,38,185,1,fuscipes,n/a,fuscipes,,-1651.37,35.778403,-120.791413,2010,"38,839 ",3518,3519,4,Near Sympatry (fuscipes),NC,11,Post Lactate,,Parous,,Nonperforate,no,,JH Bender and MM Koenig,updated genotype,Nubbed tail (slight),,Low,0,no,None,1 Botfly scar on chest,no,0,Symmetrical,Typical,0.5,1.25,1,Stick,Red Willow,absent,absent,present,Platanus racemosa,old,0.004484882
102,N-4,Male,Adult,430,2.633468456,no,41,,44,215,1,fuscipes,N. fuscipes bullatior,fuscipes,,3265.51,35.782896,-120.7902,2010,"38,831 ",3344,3345,4,Near Sympatry (fuscipes),N,4,Scrotal,,,,,no,Rostrum,JH Bender and MM Koenig,updated genotype,Nubbed tail (slight),,Medium,0,no,Many,,no,0,Asymmetrical,Typical,1.25,1,1,Crook of Tree,Red Willow,absent,absent,present,,old,0.005220414
103,BSI-8,Male,Adult,287,2.457881897,no,39,7.58,42,123,1,fuscipes,N. fuscipes bullatior,unknown,,-20321.93,35.793734,-120.73017,2010,"38,943 ",178a,178a,5,Allopatric (fuscipes),BSI,8,Nonscrotal,,,,,,,JH Bender and WH Knowlton,,,no,Low,0,no,Few,,,0,,,,,,,,,,,,,0.009718388
104,BSII-15,Female,Adult,305,2.484299839,no,38,8.64,41,132,1,fuscipes,n/a,unknown,,-20759.21,35.792463,-120.728071,2010,"38,943 ",254,na,5,Allopatric (fuscipes),BSII,15,Post Lactate,,Parous,Post Lactate,Nonperforate,no,,MM Koenig and AL Estacio,,,no,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.010137479
105,BSIII-19,Male,Adult,375,2.574031268,no,40,9.04,42,139,1,fuscipes,N. fuscipes bullatior,unknown,,-21462.01,35.791133,-120.725086,2010,"38,945 ",194,na,5,Allopatric (fuscipes),BSIII,19,Scrotal,,,,,no,,"JH Bender, WH Knowlton, C Faurot-Daniels",,,no,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.01046967
106,BSIII-20,Female,Adult,325,2.511883361,no,31,9.18,40,151,1,fuscipes,n/a,unknown,,-21462.01,35.791133,-120.725086,2010,"38,945 ",MMK16,MMK16,5,Allopatric (fuscipes),BSIII,20,Post Lactate,,Parous,Post Lactate,Nonperforate,,,"JH Bender, WH Knowlton, C Faurot-Daniels",,blisters/sores on lips,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.010615538
107,MI-18C,Male,Adult,295,2.469822016,no,32,,,,0,macrotis,N. macrotis luciana,macrotis,,10836.68,35.753208,-120.819876,2008,"38,166 ",605,605,1,Allopatric (macrotis),MI,0,,,,,,,Escaped,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.004487082
120,HR-12,Female,Adult,244,2.387389826,no,37,8.06,36,165,0,macrotis,n/a,unknown,,25540.57,35.758743,-120.878389,2010,"38,957 ",MMK39,MMK39,1,Allopatric (macrotis),HR,12,Post Lactate,,Parous,Post Lactate,Perforate,,,"MM Koenig, AL Estacio, LR Anderson, C Faurot-Daniels",,Trap nose,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.009444096
125,ND-27,Male,Adult,234,2.369215857,no,39,7.9,36,170,0,macrotis,N. macrotis luciana,unknown,,24005.15,35.75807,-120.872856,2010,"38,960 ",198,na,1,Allopatric (macrotis),ND,27,Nonscrotal,,,,,no,,JH Bender and WH Knowlton,,,no,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.00824156
127,HR-19,Female,Adult,217,2.336459734,no,38,7.6,37,172,0,macrotis,n/a,unknown,,25540.57,35.758743,-120.878389,2010,"38,957 ",MMK46,MMK46,1,Allopatric (macrotis),HR,19,Post Lactate,,Parous,Post Lactate,Perforate,,,"MM Koenig, AL Estacio, LR Anderson, C Faurot-Daniels",,,yes,Low,0,no,None,,,0,,,,,,,,,,,,,0.009444096
131,SNM-5,Male,Adult,263,2.419955748,no,33,8.14,34,175,0,macrotis,N. macrotis luciana,macrotis,,9145.19,35.756113,-120.815344,2010,"38,910 ",S176,S176,1,Allopatric (macrotis),SNM,5,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,Few,,yes,4,Symmetrical,Typical,2.25,1.25,1,Crook of Tree,Arroyo Willow,present,Low,present,Salix lasiolepis,fresh,0.004417375
133,SSM-13,Female,Adult,285,2.45484486,no,36,7.99,36,175,0,macrotis,n/a,macrotis,,12298.71,35.752424,-120.82576,2010,"38,914 ",S258,S258,1,Allopatric (macrotis),SSM,13,Post Lactate,,Parous,,Perforate,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,5,Symmetrical,Typical,1,2.75,1.75,Stick,Red Willow,present,Low,present,Salix laevigata,fresh,0.004837458
134,ND-20,Female,Adult,241,2.382017043,no,34,8.59,37,175,0,macrotis,n/a,unknown,,24005.15,35.75807,-120.872856,2010,"38,959 ",MMK53,MMK53,1,Allopatric (macrotis),ND,20,Post Lactate,,Parous,Post Lactate,Perforate,,,"MM Koenig, AL Estacio, SL Widin",,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.008594412
138,HR-5,Male,Adult,271,2.432969291,no,36,8.76,42,177,0,macrotis,N. macrotis luciana,unknown,,25540.57,35.758743,-120.878389,2010,"38,957 ",MMK41,MMK41,1,Allopatric (macrotis),HR,5,Scrotal,,,,,,,"MM Koenig, AL Estacio, LR Anderson, C Faurot-Daniels",,right ear torn,yes,Low,0,no,None,,,0,,,,,,,,,,,,,0.009085734
140,HR-4,Female,Adult,234,2.369215857,no,36,7.86,37,178,0,macrotis,n/a,unknown,,25540.57,35.758743,-120.878389,2010,"38,957 ",MMK44,MMK44,1,Allopatric (macrotis),HR,4,Post Lactate,,Parous,"Post Lac, Teets enlarged",Perforate,,,"MM Koenig, AL Estacio, LR Anderson, C Faurot-Daniels",,,yes,Low,0,no,Moderate,,,0,,,,,,,,,,,,,0.009444096
146,ND-18,Male,Adult,291,2.463892989,no,33,8.76,35,180,0,macrotis,N. macrotis luciana,unknown,,24005.15,35.75807,-120.872856,2010,"38,959 ",MMK50,MMK50,1,Allopatric (macrotis),ND,18,Scrotal,,,,,,,"MM Koenig, AL Estacio, SL Widin",,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.00824156
152,MW-6,Female,Adult,200,2.301029996,no,34,8.02,34,184,0,macrotis,n/a,unknown,,24786.31,35.758812,-120.875797,2010,"38,957 ",MMK29,MMK29,1,Allopatric (macrotis),MW,6,Post Lactate,,Parous,"Post Lac, recent lactate",Perforate,,,"JH Bender, WH Knowlton, SL Widin",,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.009016788
153,SSM-16,Male,Adult,285,2.45484486,no,35,9.59,35,184,0,macrotis,N. macrotis luciana,macrotis,,12538.61,35.752347,-120.826746,2010,"38,914 ",S259,S259,1,Allopatric (macrotis),SSM,16,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,4,Asymmetrical,Typical,0.75,3.25,1.25,Stick,Mulefat,present,Low,present,Baccharis salicifolia,fresh,0.004633212
154,ND-14,Male,Adult,167,2.222716471,no,33,7.34,36,184,0,macrotis,N. macrotis luciana,unknown,,24005.15,35.75807,-120.872856,2010,"38,960 ",304,na,1,Allopatric (macrotis),ND,14,Partially Descended,,,Testes Partially Descended,,no,,"MM Koenig, AL Estacio, SL Widin",,,no,Low,0,no,None,,no,0,,,,,,,,,,,,,0.00824156
155,SSM-20,Male,Adult,218,2.338456494,no,34,9,36,184,0,macrotis,N. macrotis luciana,macrotis,,12383.89,35.752658,-120.826386,2010,"38,913 ",S195,S195,1,Allopatric (macrotis),SSM,20,Scrotal,,,,,no,,JH Bender and JA Cromer,,,,Low,0,no,Few,,yes,0,Asymmetrical,Atypical,0.25,1.25,0.25,Stick,Mulefat,present,Low,absent,,absent,0.004616427
156,MW-20,Female,Adult,201,2.303196057,no,35,8.95,34,185,0,macrotis,n/a,unknown,,24786.31,35.758812,-120.875797,2010,"38,957 ",275,na,1,Allopatric (macrotis),MW,20,Post Lactate,,Parous,Post Lactate,Perforate,no,,"JH Bender, WH Knowlton, SL Widin",,very tip of tail desheathed,no,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.009016788
158,SNM-10,Male,Adult,253,2.403120521,no,32,8.75,36,185,0,macrotis,N. macrotis luciana,macrotis,,8863.28,35.756695,-120.814717,2010,"38,910 ",S178,S178,1,Allopatric (macrotis),SNM,10,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,Few,,yes,4,Symmetrical,Typical,0.75,1.75,1.25,Stick,Arroyo Willow,present,Low,present,Salix lasiolepis,fresh,0.004412136
159,MW-12,Male,Adult,232,2.365487985,no,33,9.66,36,185,0,macrotis,N. macrotis luciana,unknown,,24786.31,35.758812,-120.875797,2010,"38,957 ",4,4,1,Allopatric (macrotis),MW,12,Nonscrotal,,,,,no,,"JH Bender, WH Knowlton, SL Widin",,,yes,Low,0,no,None,,no,0,,,,,,,,,,,,,0.008660935
160,ND-33,Male,Adult,281,2.44870632,no,37,7.61,37,185,0,macrotis,N. macrotis luciana,unknown,,24005.15,35.75807,-120.872856,2010,"38,960 ",MMK59,MMK59,1,Allopatric (macrotis),ND,33,Scrotal,,,,,,,JH Bender and WH Knowlton,,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.00824156
161,MW-11,Male,Adult,289,2.460897843,no,35,8.91,37,185,0,macrotis,N. macrotis luciana,unknown,,24786.31,35.758812,-120.875797,2010,"38,959 ",MMK51,MMK51,1,Allopatric (macrotis),MW,11,Scrotal,,,,,,,JH Bender and SL Widin,,,yes,Low,0,no,None,,,0,,,,,,,,,,,,,0.008660935
162,MW-17,Male,Adult,278,2.444044796,no,33,9.25,37,185,0,macrotis,N. macrotis luciana,unknown,,24786.31,35.758812,-120.875797,2010,"38,957 ",MMK35,MMK35,1,Allopatric (macrotis),MW,17,Scrotal,,,,,,,"JH Bender, WH Knowlton, SL Widin",,both ears scarred,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.008660935
163,MW-16,Female,Adult,250,2.397940009,no,36,9.59,35,186,0,macrotis,n/a,macrotis,,24786.31,35.758812,-120.875797,2010,"38,957 ",899,na,1,Allopatric (macrotis),MW,16,Post Lactate,,Parous,Post Lactate,Perforate,no,,"JH Bender, WH Knowlton, SL Widin",,,no,Low,0,no,None,,no,0,,,,,,,,,,,,,0.009016788
165,SSM-23,Female,Adult,227,2.356025857,no,35,8.02,39,186,0,macrotis,n/a,macrotis,,12207.59,35.752738,-120.825688,2010,"38,913 ",S197,S197,1,Allopatric (macrotis),SSM,23,Post Lactate,,Parous,,Perforate,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,Few,,yes,0,Symmetrical,Typical,1,2.5,1.25,Stick,Mulefat,present,Low,present,Salix exigua,old,0.00482668
166,MW-12,Female,Adult,239,2.378397901,no,36,8.58,36,187,0,macrotis,n/a,unknown,,24786.31,35.758812,-120.875797,2010,"38,957 ",MMK55,MMK55,1,Allopatric (macrotis),MW,12,Post Lactate,,Parous,Post Lactate,Perforate,,,"JH Bender, WH Knowlton, SL Widin",,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.009016788
167,ND-22,Male,Adult,231,2.36361198,no,32,8.73,38,187,0,macrotis,N. macrotis luciana,unknown,,24005.15,35.75807,-120.872856,2010,"38,960 ",375,na,1,Allopatric (macrotis),ND,22,Partially Descended,,,Testes Partially Descended,,no,,"MM Koenig, AL Estacio, SL Widin",,,no,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.00824156
168,MW-7,Female,Adult,183,2.26245109,no,32,9.16,34,188,0,macrotis,n/a,unknown,,24786.31,35.758812,-120.875797,2010,"38,957 ",MMK54,MMK54,1,Allopatric (macrotis),MW,7,Post Lactate,,Parous,Post Lactate,Nonperforate,,,"JH Bender, WH Knowlton, SL Widin",,,yes,Low,0,no,None,,,0,,,,,,,,,,,,,0.009016788
170,SNM-25,Female,Adult,330,2.51851394,no,35,8.56,34,189,0,macrotis,n/a,macrotis,,8313.67,35.75778,-120.813428,2010,"38,910 ",S218,S218,1,Allopatric (macrotis),SNM,25,Lactating,,Parous,,Nonperforate,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,None,,yes,0,Symmetrical,Typical,1,3,1.5,Stick,Arroyo Willow,present,Low,present,Salix lasiolepis and Platanus racemosa,old,0.004575974
171,MW-14,Male,Adult,315,2.498310554,no,36,9.61,35,189,0,macrotis,N. macrotis luciana,unknown,,24786.31,35.758812,-120.875797,2010,"38,957 ",MMK32,MMK32,1,Allopatric (macrotis),MW,14,Nonscrotal,,,,,,,"JH Bender, WH Knowlton, SL Widin",,,yes,Low,0,no,None,,,0,,,,,,,,,,,,,0.008660935
173,MW-3,Female,Adult,203,2.307496038,no,37,7.96,39,189,0,macrotis,n/a,unknown,,24786.31,35.758812,-120.875797,2010,"38,957 ",MMK36,MMK36,1,Allopatric (macrotis),MW,3,Post Lactate,,Parous,Post Lactate,Nonperforate,,,"JH Bender, WH Knowlton, SL Widin",,,yes,Low,0,no,None,,,0,,,,,,,,,,,,,0.009016788
176,SSM-6,Male,Adult,253,2.403120521,no,36,9.4,36,190,0,macrotis,N. macrotis luciana,macrotis,,12283.79,35.752395,-120.825662,2010,"38,913 ",S188,S188,1,Allopatric (macrotis),SSM,6,Scrotal,,,,,no,,JH Bender and JA Cromer,,,,Low,0,no,Moderate,,yes,0,Symmetrical,Typical,1,2.75,2.25,Crook of Tree,Red Willow,present,Low,present,Artemisia douglasiana,old,0.004605957
177,HR-11,Male,Adult,269,2.42975228,no,36,8.45,37,190,0,macrotis,N. macrotis luciana,unknown,,25540.57,35.758743,-120.878389,2010,"38,957 ",274,na,1,Allopatric (macrotis),HR,11,Scrotal,,,,,no,,"MM Koenig, AL Estacio, LR Anderson, C Faurot-Daniels",,Trap nose,no,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.009085734
178,SSM-17,Female,Adult,249,2.396199347,no,35,9.41,37,190,0,macrotis,n/a,macrotis,,12531.52,35.752485,-120.826858,2010,"38,914 ",S260,S260,1,Allopatric (macrotis),SSM,17,Post Lactate,,Parous,,Perforate,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,4,Symmetrical,Typical,0.75,1.75,1,Crook of Bush,Mulefat,absent,absent,present,Dipsacus sp.,old,0.004866136
179,ND-34,Female,Adult,229,2.359835482,no,37,7.94,35,191,0,macrotis,n/a,unknown,,24005.15,35.75807,-120.872856,2010,"38,960 ",MMK61,MMK61,1,Allopatric (macrotis),ND,34,Post Lactate,,Parous,Post Lactate,Perforate,,,JH Bender and WH Knowlton,,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.008594412
180,ND-5,Male,Adult,259,2.413299764,no,35,8.66,38,191,0,macrotis,N. macrotis luciana,unknown,,24005.15,35.75807,-120.872856,2010,"38,960 ",MMK58,MMK58,1,Allopatric (macrotis),ND,5,Partially Descended,,,Testes Partially Descended,,,,"MM Koenig, AL Estacio, SL Widin",,,yes,Low,0,no,None,,,0,,,,,,,,,,,,,0.00824156
181,MW-11,Female,Adult,215,2.33243846,no,35,8.04,36,192,0,macrotis,n/a,unknown,,24786.31,35.758812,-120.875797,2010,"38,957 ",884,na,1,Allopatric (macrotis),MW,11,Lactating,,Parous,Lactating,Perforate,no,,"JH Bender, WH Knowlton, SL Widin",,,no,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.009016788
182,SSM-13,Female,Adult,268,2.428134794,no,35,8.71,36,192,0,macrotis,n/a,macrotis,,12298.71,35.752424,-120.82576,2010,"38,913 ",S192,S192,1,Allopatric (macrotis),SSM,13,Post Lactate,,Parous,,Nonperforate,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,Few,,yes,0,Symmetrical,Typical,1,2.75,1.75,Stick,Red Willow,present,Low,present,Salix laevigata,fresh,0.004837458
